device,local,real0,im0,real1,im1,real2,im2,real3,im3,real4,im4,real5,im5,real6,im6,real7,im7,real8,im8,real9,im9,real10,im10,real11,im11,real12,im12,real13,im13,real14,im14,real15,im15,real16,im16,real17,im17,real18,im18,real19,im19,real20,im20,real21,im21,real22,im22,real23,im23,real24,im24,real25,im25,real26,im26,real27,im27,real28,im28,real29,im29,real30,im30,real31,im31,real32,im32,real33,im33,real34,im34,real35,im35,real36,im36,real37,im37,real38,im38,real39,im39,real40,im40,real41,im41,real42,im42,real43,im43,real44,im44,real45,im45,real46,im46,real47,im47,real48,im48,real49,im49,real50,im50,real51,im51,real52,im52,real53,im53,real54,im54,real55,im55,real56,im56,real57,im57,real58,im58,real59,im59,real60,im60,real61,im61,real62,im62,real63,im63,real64,im64,real65,im65,real66,im66,real67,im67,real68,im68,real69,im69,real70,im70,real71,im71,real72,im72,real73,im73,real74,im74,real75,im75,real76,im76,real77,im77,real78,im78,real79,im79,real80,im80,real81,im81,real82,im82,real83,im83,real84,im84,real85,im85,real86,im86,real87,im87,real88,im88,real89,im89,real90,im90,real91,im91,real92,im92,real93,im93,real94,im94,real95,im95,real96,im96,real97,im97,real98,im98,real99,im99,real100,im100,real101,im101,real102,im102,real103,im103,real104,im104,real105,im105,real106,im106,real107,im107,real108,im108,real109,im109,real110,im110,real111,im111,real112,im112,real113,im113,real114,im114,real115,im115,real116,im116,real117,im117,real118,im118,real119,im119,real120,im120,real121,im121,real122,im122,real123,im123,real124,im124,real125,im125,real126,im126,real127,im127
TRAS,A1,100,-64,5,0,-27,2,-26,3,-25,2,-23,3,-22,3,-20,4,-19,5,-17,6,-16,7,-15,7,-14,8,-13,9,-13,9,-13,10,-13,10,-13,11,-14,10,-15,9,-15,7,-15,5,-14,4,-12,2,-12,1,-11,1,-11,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,-18,2,-18,1,-19,0,-20,-1,-21,-3,-23,-5,-23,-8,-23,-11,-21,-12,-20,-12,-19,-12,-19,-11,-18,-10,-19,-9,-19,-7,-19,-6,-20,-5,-21,-4,-22,-3,-23,-1,-24,0,-25,1,-26,1,-27,2,-27,2,-28,2,-17,1,-53,4,-51,5,-49,5,-46,5,-43,6,-41,7,-38,8,-36,10,-33,11,-31,13,-29,15,-27,16,-25,18,-24,19,-24,20,-25,21,-25,21,-26,20,-28,18,-29,15,-28,11,-26,8,-24,5,-23,3,-22,1,-21,-1,-19,-7,-17,-11,-3,-3,-1,-2,0,-1,0,-1,0,-1,-1,1,-4,4,-22,22,-27,17,-32,8,-34,4,-36,1,-37,-2,-41,-5,-43,-9,-44,-14,-44,-19,-41,-22,-39,-23,-37,-23,-35,-21,-35,-18,-36,-16,-36,-13,-38,-11,-39,-9,-40,-6,-42,-4,-44,-2,-46,0,-48,2,-50,3,-52,4,-52,5,-53,6,
TRAS,A1,100,-64,5,0,4,-27,3,-26,3,-25,2,-24,1,-23,0,-22,-1,-20,-2,-19,-3,-19,-4,-18,-5,-17,-6,-17,-7,-17,-8,-16,-8,-17,-8,-17,-8,-18,-6,-18,-4,-18,-2,-18,-1,-16,0,-15,1,-13,2,-12,3,-12,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,-19,2,-19,4,-19,5,-20,7,-21,10,-22,13,-22,15,-21,17,-19,17,-17,16,-16,15,-16,14,-16,13,-16,12,-17,11,-18,10,-19,9,-20,8,-21,7,-23,6,-24,5,-25,5,-26,5,-27,5,-28,4,-29,3,-17,9,-55,8,-53,7,-50,5,-48,4,-46,2,-44,0,-42,-2,-39,-4,-37,-7,-36,-9,-34,-10,-33,-12,-32,-14,-31,-15,-31,-16,-32,-16,-33,-15,-34,-12,-35,-8,-35,-5,-34,-1,-31,1,-28,3,-26,5,-23,7,-22,14,-17,18,-14,3,-3,1,-1,-1,0,0,0,-1,0,-2,-2,-4,-6,-17,-31,-9,-34,0,-36,4,-37,8,-37,11,-39,15,-41,21,-42,26,-41,30,-39,33,-36,34,-33,32,-31,30,-30,28,-30,26,-31,24,-32,21,-34,19,-36,17,-38,15,-41,13,-43,11,-46,10,-49,9,-51,9,-52,8,-54,8,-54,
TRAS,A1,126,97,23,0,23,-9,22,-9,21,-9,20,-9,18,-9,16,-9,15,-10,13,-11,12,-11,10,-12,9,-12,8,-13,7,-14,7,-14,7,-15,7,-15,7,-15,9,-15,10,-13,10,-11,10,-9,9,-8,9,-7,9,-6,9,-5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,17,-7,18,-6,19,-4,20,-3,23,-1,24,1,25,4,25,6,24,8,22,9,21,8,21,7,20,6,20,4,20,4,20,2,21,1,21,-1,22,-2,22,-3,23,-5,24,-6,24,-7,25,-8,25,-8,26,-9,15,-5,49,-14,46,-15,44,-15,41,-16,38,-17,35,-17,32,-18,29,-18,26,-19,23,-21,21,-22,18,-23,16,-24,15,-25,14,-26,14,-27,14,-28,16,-28,18,-28,20,-25,21,-21,20,-17,19,-14,18,-12,18,-10,18,-7,19,-1,19,4,3,0,0,0,-1,0,-1,0,-1,0,0,-3,3,-6,21,-30,26,-24,33,-15,35,-11,37,-7,40,-4,44,-1,47,4,49,9,48,14,46,17,43,18,41,17,39,15,39,12,39,10,39,8,39,6,40,3,41,0,42,-3,43,-5,45,-8,46,-10,47,-12,48,-14,49,-15,50,-16,
TRAS,A1,126,97,23,0,-2,25,-2,24,-1,23,-1,22,0,20,1,19,2,18,3,17,4,16,5,15,6,14,7,14,8,14,9,14,9,14,9,14,9,15,8,16,6,16,4,16,2,15,1,13,0,12,-1,11,-2,12,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,-2,16,-3,15,-4,16,-6,17,-8,18,-10,18,-12,19,-14,18,-15,16,-15,15,-14,14,-14,14,-13,14,-11,14,-10,15,-9,16,-8,17,-7,18,-6,19,-5,20,-4,22,-3,23,-3,24,-2,25,-2,25,-2,25,-2,15,-5,50,-5,49,-5,47,-3,44,-2,42,0,40,2,38,3,36,5,34,7,32,9,30,11,29,13,27,14,27,16,27,17,27,17,28,16,30,14,31,11,32,7,31,4,29,1,26,-1,24,-3,23,-6,22,-13,18,-17,15,-4,2,-2,0,-1,-1,-1,-1,0,-1,1,1,3,5,13,28,7,29,-2,31,-6,31,-8,31,-11,32,-15,34,-19,35,-24,36,-27,34,-29,31,-30,28,-28,27,-26,26,-24,26,-22,27,-20,28,-18,30,-16,32,-14,34,-12,37,-10,39,-8,42,-7,44,-6,46,-6,48,-5,50,-4,50,
TRAS,A1,126,97,23,0,-24,-4,-23,-4,-22,-3,-21,-2,-20,-1,-19,0,-18,1,-17,2,-16,3,-16,4,-15,5,-14,6,-14,7,-14,8,-14,8,-14,9,-15,9,-16,8,-16,6,-16,5,-15,3,-14,1,-13,1,-12,0,-12,-1,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,-18,-3,-18,-4,-18,-6,-19,-8,-20,-10,-20,-13,-19,-15,-18,-18,-16,-18,-14,-19,-13,-18,-13,-16,-14,-15,-14,-14,-15,-13,-16,-12,-17,-11,-18,-10,-19,-9,-20,-8,-21,-7,-22,-6,-24,-6,-24,-6,-25,-5,-25,-4,-15,-4,-48,-11,-46,-10,-44,-9,-42,-7,-40,-5,-38,-4,-36,-2,-35,0,-33,3,-31,5,-30,7,-28,9,-27,11,-27,13,-26,15,-27,16,-27,16,-29,16,-30,14,-31,11,-30,8,-28,4,-26,2,-25,0,-23,-2,-22,-5,-19,-12,-15,-16,-3,-4,-1,-2,0,-1,0,-1,0,0,-2,1,-6,2,-30,13,-33,6,-35,-4,-34,-9,-35,-13,-36,-16,-37,-20,-37,-25,-36,-31,-33,-35,-30,-36,-26,-36,-24,-35,-24,-32,-25,-29,-26,-27,-27,-25,-29,-24,-31,-22,-33,-20,-35,-18,-37,-16,-40,-15,-42,-13,-44,-13,-46,-12,-47,-11,-47,-9,
TRAS,A1,126,97,23,0,-24,11,-23,10,-22,10,-20,10,-19,11,-17,11,-16,11,-14,12,-13,12,-12,12,-10,13,-9,13,-8,14,-8,15,-8,15,-8,16,-9,16,-10,15,-11,14,-12,12,-12,10,-11,8,-11,6,-11,5,-12,5,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,-17,6,-18,5,-19,3,-20,2,-22,1,-24,-1,-25,-4,-25,-7,-23,-9,-22,-9,-21,-9,-20,-8,-20,-6,-20,-5,-20,-4,-20,-2,-20,0,-21,1,-21,2,-22,4,-22,5,-23,7,-24,8,-24,8,-25,9,-25,10,-15,7,-47,23,-45,22,-43,22,-40,22,-37,22,-34,23,-31,23,-28,24,-26,25,-23,25,-21,26,-18,26,-16,27,-15,28,-14,29,-13,30,-14,31,-15,31,-18,31,-20,28,-22,24,-22,20,-21,16,-21,14,-21,11,-21,9,-22,2,-22,-2,-5,-1,-2,-1,0,-1,0,-2,0,-1,0,2,-2,5,-13,29,-20,25,-30,16,-32,13,-35,10,-38,8,-42,6,-46,2,-48,-3,-48,-8,-46,-12,-43,-13,-41,-13,-39,-11,-38,-9,-38,-7,-38,-4,-37,-1,-38,2,-39,5,-39,8,-40,11,-41,14,-43,16,-44,18,-45,20,-46,22,-46,23,
TRAS,A1,126,97,23,0,-26,1,-25,1,-23,1,-22,2,-21,3,-20,4,-19,5,-18,6,-17,7,-16,7,-15,8,-14,9,-14,10,-14,11,-14,11,-15,12,-15,11,-16,10,-17,8,-17,6,-16,3,-15,2,-14,0,-13,-1,-13,-1,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,-18,1,-18,0,-19,-1,-20,-3,-21,-5,-22,-7,-22,-10,-22,-12,-20,-14,-19,-14,-17,-14,-17,-13,-17,-12,-17,-10,-18,-9,-18,-8,-19,-7,-20,-5,-21,-4,-22,-3,-23,-2,-24,-2,-25,-1,-26,-1,-26,0,-26,1,-16,0,-52,1,-50,2,-47,2,-45,3,-42,4,-40,6,-38,7,-36,9,-34,11,-32,13,-30,14,-28,16,-27,17,-26,19,-27,21,-27,22,-28,22,-30,21,-32,19,-33,15,-32,11,-30,7,-28,3,-26,1,-25,-1,-24,-4,-21,-11,-18,-15,-3,-4,-1,-2,0,-1,0,-1,0,-1,-1,1,-5,4,-25,20,-29,14,-33,5,-34,1,-36,-2,-37,-5,-40,-9,-42,-14,-43,-19,-41,-23,-38,-26,-35,-27,-33,-27,-32,-25,-32,-22,-33,-20,-33,-18,-35,-15,-36,-13,-38,-11,-40,-8,-42,-6,-44,-4,-46,-3,-48,-1,-49,0,-51,1,-51,2,
TRAS,A1,126,97,23,0,7,24,7,23,7,21,7,20,8,19,8,18,8,16,9,15,9,13,10,12,11,12,11,11,12,10,12,10,12,10,12,10,12,11,11,12,9,13,7,12,5,12,4,11,3,10,2,9,1,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,15,6,16,5,17,4,18,2,21,0,23,-2,24,-5,24,-7,23,-7,22,-8,21,-7,20,-6,19,-5,19,-4,19,-2,19,-1,19,0,20,1,21,3,21,4,22,5,22,6,23,6,24,7,24,8,24,4,14,16,48,15,46,15,44,15,41,15,38,16,36,17,34,17,31,18,28,19,26,20,24,21,22,22,21,23,19,24,19,24,19,24,19,23,21,22,23,18,24,15,24,11,23,8,21,6,19,4,19,1,19,-4,18,-8,17,-2,3,-1,0,-1,-1,-2,-1,-1,-1,2,0,5,2,28,14,24,19,17,27,13,30,11,33,9,36,6,40,2,44,-2,46,-7,46,-11,45,-13,43,-13,40,-12,38,-10,37,-8,37,-6,37,-4,37,-1,38,2,39,4,40,7,41,9,42,11,44,13,45,15,46,16,47,18,46,
TRAS,A1,126,97,23,0,-11,-24,-11,-23,-11,-22,-11,-21,-11,-19,-12,-18,-12,-17,-12,-15,-13,-14,-13,-13,-13,-12,-14,-12,-14,-11,-15,-11,-16,-11,-16,-12,-16,-12,-15,-14,-13,-15,-10,-15,-8,-15,-6,-14,-4,-13,-3,-12,-2,-13,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-4,-7,-15,-6,-16,-5,-17,-4,-18,-3,-20,-1,-22,1,-23,4,-23,5,-22,6,-21,6,-19,5,-19,4,-18,3,-18,2,-18,0,-18,-1,-19,-3,-20,-4,-20,-6,-20,-7,-21,-8,-22,-9,-23,-10,-23,-11,-24,-11,-24,-8,-15,-25,-47,-24,-44,-24,-42,-23,-40,-23,-38,-24,-35,-24,-33,-25,-31,-25,-27,-26,-25,-27,-23,-27,-21,-28,-20,-29,-19,-30,-18,-31,-19,-32,-20,-31,-22,-29,-24,-25,-26,-21,-28,-17,-27,-13,-25,-11,-24,-8,-24,-4,-23,2,-22,8,-21,1,-4,1,-2,0,0,0,0,0,0,-2,0,-6,-2,-29,-13,-26,-18,-17,-26,-14,-29,-12,-31,-10,-33,-8,-37,-5,-41,0,-43,4,-43,7,-42,9,-40,8,-38,7,-37,5,-35,3,-35,1,-35,-2,-35,-4,-36,-8,-36,-10,-37,-13,-38,-16,-39,-19,-41,-21,-42,-23,-43,-25,-44,-26,-43,
TRAS,A1,126,97,23,0,-9,13,-7,13,-5,13,-3,13,-1,13,1,13,3,13,4,13,6,12,8,11,10,11,12,11,13,10,15,10,17,10,19,11,21,12,21,14,19,17,16,19,15,19,13,19,12,19,9,20,8,20,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,-12,7,-12,6,-14,6,-15,6,-17,5,-20,4,-22,2,-22,0,-22,-2,-21,-3,-21,-3,-20,-3,-20,-2,-20,-1,-19,0,-19,2,-19,3,-18,4,-18,6,-18,7,-17,8,-17,9,-16,10,-16,11,-15,12,-14,13,-7,8,-21,26,-18,26,-14,25,-10,26,-6,26,-2,26,2,25,5,25,8,25,11,24,15,23,18,22,22,22,25,21,28,21,32,22,35,24,38,26,38,30,35,34,30,36,26,37,22,37,19,37,14,39,8,40,-10,41,-20,40,-5,7,-3,1,-1,-2,0,-1,0,-1,-1,1,-2,4,-9,22,-14,20,-20,15,-23,13,-26,12,-30,11,-34,10,-38,7,-41,4,-42,0,-42,-3,-41,-5,-40,-5,-39,-5,-38,-3,-38,-2,-37,0,-36,3,-36,5,-35,7,-35,10,-34,13,-33,15,-32,17,-31,19,-30,21,-28,23,-26,24,
TRAS,A1,126,97,23,0,-6,22,-5,21,-4,20,-3,19,-2,18,-1,17,0,16,2,15,3,14,4,14,4,13,5,12,6,12,6,12,6,12,6,12,6,13,5,13,3,13,2,12,0,11,0,10,-1,9,-2,8,-2,8,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,-5,18,-6,17,-8,17,-10,18,-12,19,-15,19,-18,18,-20,16,-21,14,-21,12,-20,11,-19,11,-17,11,-16,12,-15,13,-14,13,-13,15,-12,16,-11,17,-10,18,-9,19,-9,20,-8,21,-8,22,-7,23,-7,23,-6,13,-16,43,-14,41,-12,39,-10,37,-8,36,-6,34,-4,32,-2,31,0,29,2,28,4,27,6,26,8,25,9,25,10,24,10,25,10,25,9,26,7,27,4,26,1,24,-1,22,-2,19,-3,17,-5,16,-6,14,-11,11,-13,8,-3,1,-2,0,-1,-1,-1,-2,0,-1,1,1,2,6,9,33,1,34,-8,34,-13,34,-17,33,-21,34,-26,35,-32,35,-37,32,-41,29,-42,25,-41,22,-39,20,-37,20,-34,20,-33,21,-31,23,-29,24,-27,26,-25,29,-23,31,-22,33,-21,35,-20,37,-18,39,-17,41,-16,42,-14,43,
TRAS,A1,126,97,23,0,-3,-25,-4,-24,-4,-23,-5,-21,-6,-20,-7,-19,-7,-18,-8,-16,-9,-15,-10,-14,-10,-13,-11,-13,-12,-12,-13,-12,-13,-12,-14,-13,-13,-14,-12,-15,-10,-16,-8,-15,-6,-15,-4,-14,-3,-13,-2,-12,-1,-12,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-5,-5,-17,-4,-17,-2,-18,-1,-19,1,-21,3,-23,6,-24,9,-24,11,-22,11,-21,11,-20,10,-19,9,-19,8,-19,7,-19,6,-20,5,-20,4,-21,2,-22,1,-23,0,-23,-1,-24,-2,-25,-2,-26,-3,-26,-4,-27,0,-16,0,-50,-1,-48,-2,-45,-3,-43,-5,-41,-7,-39,-8,-37,-10,-35,-12,-32,-13,-30,-15,-29,-17,-28,-18,-26,-20,-25,-21,-25,-22,-25,-22,-27,-22,-28,-19,-30,-15,-31,-11,-30,-8,-29,-5,-26,-3,-25,0,-23,3,-22,11,-17,16,-14,3,-3,1,-1,-1,0,0,0,-1,0,-2,-2,-4,-5,-18,-27,-12,-30,-7,-33,-3,-34,1,-35,3,-37,7,-40,12,-42,18,-43,23,-42,26,-39,27,-37,26,-34,25,-33,22,-33,20,-33,18,-34,16,-35,14,-37,12,-39,9,-40,8,-42,6,-44,4,-46,3,-48,2,-49,0,-49,-1,-49,
TRAS,A1,126,97,23,0,26,1,25,0,24,0,23,-1,22,-2,21,-4,19,-5,18,-6,17,-7,16,-8,15,-9,15,-10,14,-11,14,-11,14,-12,15,-12,16,-11,17,-10,17,-8,16,-6,15,-4,13,-2,12,-1,11,0,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,18,0,18,1,18,3,20,5,21,7,22,10,23,13,21,15,20,17,18,18,17,17,17,16,17,15,17,13,17,12,18,11,19,10,20,9,21,8,23,6,24,5,25,5,26,4,26,3,27,2,28,2,16,2,53,8,51,6,49,4,46,3,44,1,42,-1,40,-3,38,-5,36,-8,34,-10,32,-13,31,-14,30,-16,30,-18,29,-19,30,-20,31,-20,32,-19,34,-16,34,-12,32,-8,29,-4,26,-2,24,0,22,2,20,5,16,12,12,15,1,3,0,1,-1,-1,-1,0,-1,-1,1,-2,5,-4,29,-15,32,-8,34,0,34,4,35,8,37,12,40,17,42,23,41,29,38,34,35,36,32,37,30,35,29,33,29,30,30,28,31,27,33,25,35,23,38,20,40,18,42,16,45,14,47,13,48,12,50,10,52,9,53,7,
TRAS,A1,126,97,23,0,4,-26,4,-25,3,-24,2,-23,1,-22,0,-21,-1,-20,-2,-19,-3,-18,-4,-18,-5,-17,-6,-16,-7,-16,-8,-16,-8,-16,-7,-17,-7,-17,-5,-18,-3,-18,-1,-16,0,-15,1,-13,2,-11,2,-11,3,-10,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,3,-18,5,-17,6,-18,8,-19,10,-19,13,-20,16,-19,18,-18,19,-16,19,-14,18,-13,17,-13,16,-13,15,-14,14,-15,13,-16,12,-17,11,-18,10,-20,9,-21,8,-22,7,-23,7,-24,6,-25,6,-26,5,-26,4,-16,14,-50,13,-48,11,-46,10,-45,8,-43,5,-41,3,-39,1,-38,-1,-36,-3,-35,-5,-34,-7,-33,-9,-32,-10,-32,-11,-32,-11,-32,-11,-33,-9,-34,-6,-35,-3,-34,1,-31,3,-28,5,-25,6,-22,7,-20,9,-17,15,-11,17,-8,3,-2,1,0,-1,0,0,0,-1,0,-2,-2,-3,-6,-10,-33,-3,-33,6,-34,11,-33,14,-33,18,-34,22,-35,28,-36,33,-34,37,-31,38,-27,38,-25,36,-23,34,-23,32,-24,30,-25,28,-27,27,-28,25,-31,23,-33,21,-36,20,-38,18,-41,17,-43,16,-45,15,-47,14,-49,13,-49,
TRAS,A1,126,97,23,0,-14,-24,-14,-23,-14,-22,-14,-21,-14,-19,-14,-18,-14,-16,-15,-15,-15,-13,-15,-12,-16,-11,-16,-10,-17,-9,-17,-8,-18,-9,-18,-9,-18,-10,-18,-11,-16,-13,-13,-14,-11,-14,-9,-13,-7,-12,-6,-12,-5,-12,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-4,-10,-16,-9,-17,-8,-18,-7,-20,-5,-23,-3,-25,-1,-26,2,-26,4,-26,5,-25,5,-23,4,-23,3,-22,2,-22,1,-21,-1,-22,-3,-22,-4,-22,-6,-23,-7,-23,-9,-23,-10,-24,-11,-24,-12,-25,-13,-26,-13,-26,-7,-16,-24,-50,-24,-48,-24,-45,-24,-43,-24,-40,-25,-38,-25,-35,-26,-32,-27,-29,-28,-26,-28,-23,-29,-21,-30,-20,-31,-18,-32,-17,-33,-18,-34,-19,-33,-20,-31,-23,-28,-26,-23,-27,-19,-27,-15,-25,-12,-24,-10,-23,-6,-23,2,-22,7,-21,1,-4,0,-1,0,0,0,0,0,0,-3,-1,-6,-3,-31,-17,-26,-23,-20,-31,-16,-34,-13,-36,-11,-39,-8,-44,-5,-48,1,-50,6,-50,9,-49,11,-47,11,-44,10,-42,8,-41,6,-41,3,-41,1,-41,-3,-42,-6,-42,-9,-43,-12,-44,-15,-45,-18,-46,-20,-47,-22,-48,-24,-49,-25,-49,
TRAS,A1,126,97,23,0,7,-23,6,-22,5,-21,5,-20,4,-20,3,-19,2,-18,1,-17,0,-16,-2,-16,-2,-15,-3,-15,-3,-15,-4,-15,-4,-15,-3,-15,-2,-16,-1,-16,1,-15,3,-14,4,-12,4,-10,4,-8,4,-8,5,-7,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,4,-17,6,-17,7,-17,9,-17,11,-18,13,-18,16,-17,18,-15,18,-13,17,-12,17,-12,16,-12,14,-12,13,-13,12,-13,12,-14,11,-15,10,-16,9,-17,8,-19,7,-20,7,-21,7,-22,7,-23,7,-24,7,-25,5,-14,18,-44,17,-43,16,-41,14,-39,12,-38,10,-36,8,-35,6,-34,4,-32,2,-31,0,-30,-2,-29,-3,-29,-3,-29,-4,-29,-4,-29,-3,-30,-2,-30,1,-30,5,-28,7,-25,9,-22,9,-18,9,-16,10,-13,11,-11,14,-5,14,-1,2,0,0,0,-1,0,0,0,-1,0,-2,-3,-2,-7,-4,-35,3,-34,10,-33,14,-31,17,-30,20,-30,24,-31,29,-30,34,-29,36,-25,37,-22,36,-19,34,-18,32,-19,29,-19,28,-21,26,-22,25,-24,23,-26,22,-29,20,-31,19,-34,18,-36,18,-39,17,-40,17,-42,16,-44,16,-45,
TRAS,A1,126,97,23,0,6,-25,5,-23,4,-23,4,-22,3,-21,1,-20,0,-19,-1,-18,-2,-17,-2,-16,-3,-15,-4,-15,-5,-15,-5,-15,-5,-15,-5,-15,-5,-15,-3,-15,-1,-15,0,-14,1,-13,2,-11,2,-10,2,-9,3,-9,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-5,0,-17,1,-17,2,-17,4,-19,5,-20,8,-20,11,-21,13,-20,14,-19,15,-17,14,-16,14,-16,13,-16,12,-16,11,-17,10,-17,9,-18,8,-19,7,-20,6,-21,5,-23,5,-24,5,-24,5,-25,5,-27,5,-27,2,-16,8,-51,7,-48,6,-46,5,-44,4,-42,2,-40,0,-38,-1,-36,-3,-33,-5,-31,-6,-30,-8,-29,-9,-28,-11,-28,-12,-27,-12,-27,-12,-28,-11,-28,-8,-29,-5,-28,-2,-27,0,-24,1,-21,2,-19,4,-17,6,-16,9,-13,12,-11,2,-2,1,-1,-1,0,0,0,-1,0,-2,-2,-4,-5,-20,-25,-14,-29,-4,-32,0,-33,3,-34,6,-35,9,-38,13,-40,19,-40,23,-39,26,-36,27,-34,26,-32,25,-31,22,-31,21,-31,19,-32,17,-34,15,-36,13,-38,11,-40,10,-42,8,-44,8,-46,7,-48,7,-49,6,-51,5,-51,
TRAS,A1,100,-64,5,0,7,-16,6,-17,5,-17,3,-17,1,-18,-1,-18,-2,-18,-3,-18,-4,-17,-6,-17,-8,-16,-9,-16,-11,-16,-13,-17,-14,-18,-15,-19,-16,-21,-14,-23,-12,-24,-8,-24,-5,-23,-3,-22,-2,-22,0,-21,2,-21,1,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,13,-5,13,-5,14,-4,16,-4,17,-4,19,-3,20,0,20,2,19,3,19,4,18,4,17,3,16,2,16,1,15,0,15,-1,15,-3,14,-4,14,-6,13,-7,13,-9,12,-10,12,-11,11,-12,11,-13,10,-15,4,-11,16,-33,13,-32,11,-33,8,-33,5,-33,1,-33,-2,-33,-5,-33,-7,-33,-9,-32,-12,-31,-16,-31,-19,-30,-22,-31,-25,-32,-28,-33,-30,-36,-30,-40,-27,-44,-23,-47,-17,-47,-12,-45,-8,-42,-5,-41,-1,-40,5,-38,16,-34,23,-29,4,-6,2,-2,-1,0,-1,0,-1,0,0,-2,2,-5,13,-23,16,-19,24,-14,25,-11,27,-10,30,-9,33,-8,36,-4,38,0,38,3,38,6,36,7,34,7,32,6,31,4,30,2,29,0,28,-3,28,-6,28,-8,27,-11,26,-14,25,-18,24,-20,23,-23,21,-25,20,-26,19,-28,
TRAS,A1,126,97,23,0,-6,27,-6,26,-6,25,-5,24,-4,23,-3,22,-1,21,0,20,1,19,2,18,3,18,4,17,4,17,5,17,5,17,4,18,3,19,1,19,-1,18,-3,16,-4,15,-4,13,-5,11,-5,10,-6,9,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2,14,-3,14,-4,14,-5,16,-7,17,-9,18,-12,18,-14,17,-15,16,-15,15,-15,15,-14,14,-14,15,-13,15,-12,15,-11,16,-10,17,-9,19,-8,20,-8,22,-7,23,-6,24,-6,25,-6,26,-6,27,-5,28,-6,16,-17,52,-17,50,-16,48,-15,46,-13,44,-10,43,-8,41,-6,40,-4,38,-2,36,0,35,2,34,3,34,5,34,6,34,5,35,4,36,3,37,-1,37,-5,35,-7,31,-9,27,-10,23,-10,20,-11,18,-13,15,-18,9,-19,5,-4,0,-2,-1,0,-1,-1,-1,0,-1,1,1,1,4,8,27,2,27,-3,28,-7,28,-10,28,-12,30,-16,32,-20,33,-25,33,-30,31,-32,29,-33,27,-32,26,-30,25,-28,26,-27,27,-25,28,-24,30,-22,32,-20,34,-19,37,-18,40,-17,42,-16,45,-15,48,-15,50,-15,52,-14,52,
TRAS,A1,126,97,23,0,-13,23,-12,22,-11,21,-10,21,-9,20,-7,19,-6,19,-5,18,-3,18,-2,18,-1,17,0,17,1,17,2,18,2,18,2,19,1,20,0,20,-3,20,-5,18,-6,16,-7,14,-7,12,-8,11,-8,10,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,3,-7,13,-7,12,-8,12,-9,13,-11,13,-14,14,-17,13,-19,12,-19,10,-19,9,-19,8,-18,9,-17,9,-17,10,-16,10,-15,11,-15,13,-14,14,-14,16,-13,17,-13,19,-13,20,-13,21,-13,22,-13,23,-13,24,-10,13,-30,44,-29,42,-26,41,-24,39,-22,38,-19,37,-17,36,-14,36,-12,35,-9,34,-7,34,-4,34,-2,34,0,34,1,34,1,35,1,37,-1,38,-5,38,-8,37,-12,34,-13,29,-14,25,-15,22,-17,19,-19,17,-24,8,-26,3,-5,0,-2,-1,0,-1,-1,-1,0,-1,0,1,0,4,2,27,-4,25,-11,24,-14,23,-17,23,-20,24,-25,25,-29,25,-34,23,-37,20,-38,17,-38,15,-37,14,-35,14,-34,15,-33,16,-32,18,-31,20,-30,23,-29,25,-28,29,-28,31,-28,34,-28,36,-28,39,-28,41,-28,43,-27,44,
