device,local,real0,im0,real1,im1,real2,im2,real3,im3,real4,im4,real5,im5,real6,im6,real7,im7,real8,im8,real9,im9,real10,im10,real11,im11,real12,im12,real13,im13,real14,im14,real15,im15,real16,im16,real17,im17,real18,im18,real19,im19,real20,im20,real21,im21,real22,im22,real23,im23,real24,im24,real25,im25,real26,im26,real27,im27,real28,im28,real29,im29,real30,im30,real31,im31,real32,im32,real33,im33,real34,im34,real35,im35,real36,im36,real37,im37,real38,im38,real39,im39,real40,im40,real41,im41,real42,im42,real43,im43,real44,im44,real45,im45,real46,im46,real47,im47,real48,im48,real49,im49,real50,im50,real51,im51,real52,im52,real53,im53,real54,im54,real55,im55,real56,im56,real57,im57,real58,im58,real59,im59,real60,im60,real61,im61,real62,im62,real63,im63,real64,im64,real65,im65,real66,im66,real67,im67,real68,im68,real69,im69,real70,im70,real71,im71,real72,im72,real73,im73,real74,im74,real75,im75,real76,im76,real77,im77,real78,im78,real79,im79,real80,im80,real81,im81,real82,im82,real83,im83,real84,im84,real85,im85,real86,im86,real87,im87,real88,im88,real89,im89,real90,im90,real91,im91,real92,im92,real93,im93,real94,im94,real95,im95,real96,im96,real97,im97,real98,im98,real99,im99,real100,im100,real101,im101,real102,im102,real103,im103,real104,im104,real105,im105,real106,im106,real107,im107,real108,im108,real109,im109,real110,im110,real111,im111,real112,im112,real113,im113,real114,im114,real115,im115,real116,im116,real117,im117,real118,im118,real119,im119,real120,im120,real121,im121,real122,im122,real123,im123,real124,im124,real125,im125,real126,im126,real127,im127
TRAS,B1,126,97,23,0,-25,-6,-25,-5,-24,-4,-24,-3,-22,-2,-21,0,-21,1,-20,3,-20,5,-19,7,-18,8,-17,10,-17,11,-18,13,-18,14,-19,15,-20,15,-22,14,-23,12,-23,10,-22,7,-20,6,-19,4,-19,3,-19,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,-17,-4,-16,-5,-17,-6,-18,-8,-18,-10,-19,-12,-18,-15,-17,-17,-16,-18,-14,-18,-14,-17,-13,-16,-14,-15,-14,-14,-14,-13,-15,-13,-16,-12,-17,-11,-18,-10,-19,-9,-20,-9,-22,-8,-23,-8,-23,-7,-24,-7,-25,-7,-16,-5,-49,-15,-48,-13,-47,-11,-45,-10,-44,-7,-43,-5,-41,-2,-40,1,-39,5,-38,8,-37,11,-36,14,-35,17,-34,20,-35,23,-36,25,-38,27,-40,27,-43,25,-45,22,-45,17,-42,12,-40,9,-38,6,-36,3,-36,-1,-33,-13,-30,-20,-6,-5,-2,-3,0,-1,0,-1,0,0,-2,1,-6,2,-29,11,-30,4,-32,-5,-32,-9,-32,-13,-33,-15,-35,-19,-36,-24,-35,-29,-32,-32,-29,-34,-26,-34,-25,-33,-24,-31,-24,-29,-25,-27,-26,-26,-27,-25,-29,-23,-31,-22,-34,-20,-36,-19,-38,-18,-40,-17,-42,-16,-45,-15,-47,-14,-48,-13,
TRAS,B1,126,97,23,0,-15,21,-14,21,-13,20,-12,20,-10,20,-9,20,-7,19,-6,19,-4,20,-2,20,0,20,1,20,3,20,4,21,5,22,5,23,5,25,4,25,1,26,-1,24,-3,22,-4,20,-5,18,-6,17,-7,17,-2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,3,-10,12,-10,12,-12,11,-13,12,-15,12,-17,11,-20,10,-21,8,-21,6,-20,5,-20,4,-19,5,-18,5,-18,6,-17,7,-16,8,-16,9,-16,10,-15,12,-15,14,-15,15,-15,16,-15,17,-16,18,-16,19,-16,20,-11,11,-32,39,-31,38,-29,38,-26,38,-24,37,-21,38,-19,37,-16,37,-13,37,-9,37,-6,38,-3,39,1,39,3,40,6,41,7,43,7,45,6,48,3,50,-1,49,-5,47,-8,42,-9,38,-11,35,-13,32,-16,30,-27,22,-31,17,-6,2,-3,0,0,-1,-1,-2,0,-1,0,1,0,5,-2,29,-8,27,-17,25,-20,23,-23,22,-26,22,-30,22,-34,20,-38,18,-40,14,-41,11,-40,8,-38,8,-36,8,-35,10,-34,11,-33,12,-32,14,-31,17,-30,19,-30,22,-30,25,-30,27,-30,30,-30,32,-31,35,-31,36,-30,38,
TRAS,B1,126,97,23,0,23,-2,23,-3,22,-4,21,-4,20,-5,19,-6,18,-7,17,-9,16,-10,15,-11,14,-12,13,-14,13,-16,12,-17,12,-18,13,-19,14,-19,16,-19,18,-17,18,-15,17,-12,16,-10,15,-8,15,-7,16,-6,4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,16,-2,16,-1,16,0,17,1,19,3,20,5,20,8,19,10,18,11,17,11,16,11,15,10,15,9,15,8,15,7,16,6,16,5,17,4,18,3,19,2,20,2,21,1,21,0,22,-1,23,-1,24,-1,14,-2,48,-5,46,-6,44,-7,42,-8,40,-9,38,-11,36,-13,34,-15,32,-18,31,-20,29,-22,27,-25,25,-27,24,-30,23,-33,23,-35,24,-37,27,-38,30,-37,33,-34,34,-29,33,-24,31,-20,30,-17,30,-14,30,-10,31,-1,30,6,5,1,1,1,-1,0,-1,0,-1,0,0,-2,3,-5,22,-21,26,-16,30,-7,31,-4,32,-1,34,2,37,5,39,9,40,13,39,18,36,20,34,21,32,21,30,19,30,17,30,15,30,13,31,11,33,9,34,7,35,5,37,3,39,2,40,0,42,-1,44,-2,46,-4,47,-5,
TRAS,B1,126,97,23,0,15,-18,13,-18,12,-19,11,-19,9,-19,7,-19,5,-19,4,-20,2,-20,0,-20,-1,-20,-2,-21,-4,-22,-5,-23,-5,-24,-5,-26,-4,-28,-2,-29,2,-29,5,-27,7,-25,9,-22,10,-20,11,-18,12,-17,3,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,7,-7,7,-7,8,-7,10,-7,12,-7,15,-7,17,-5,18,-3,18,-2,18,-2,18,-1,17,-1,17,-2,16,-2,16,-3,17,-5,16,-6,17,-7,17,-9,16,-10,16,-12,16,-13,17,-14,17,-15,17,-16,17,-17,10,-11,33,-34,30,-33,27,-34,24,-34,21,-34,18,-35,15,-36,12,-37,9,-37,6,-38,2,-39,0,-40,-3,-41,-6,-42,-8,-45,-8,-47,-8,-51,-6,-54,-1,-56,5,-55,11,-52,15,-47,17,-43,20,-39,22,-34,26,-29,34,-18,38,-9,7,-2,2,0,-1,0,-1,0,-1,0,-1,-1,0,-3,5,-15,9,-14,13,-13,15,-13,17,-13,20,-12,24,-12,28,-11,32,-8,34,-5,35,-2,35,-1,34,0,34,0,33,-2,32,-3,32,-5,32,-7,32,-10,32,-13,32,-16,33,-19,33,-21,33,-24,34,-26,34,-28,33,-30,32,-32,
TRAS,B1,126,97,23,0,-15,-19,-15,-18,-14,-17,-14,-17,-14,-15,-15,-14,-15,-12,-16,-11,-16,-9,-17,-8,-17,-6,-17,-6,-18,-5,-19,-4,-20,-4,-21,-4,-22,-5,-22,-7,-22,-8,-20,-10,-17,-10,-15,-10,-13,-10,-12,-11,-11,-11,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-4,-10,-14,-9,-14,-8,-15,-8,-17,-8,-19,-6,-21,-4,-23,-2,-24,-1,-23,0,-22,0,-21,0,-20,-1,-20,-2,-19,-3,-18,-4,-18,-5,-18,-7,-18,-8,-18,-9,-18,-10,-18,-11,-19,-12,-19,-13,-19,-14,-19,-14,-20,-8,-13,-25,-39,-25,-37,-25,-36,-25,-34,-25,-32,-26,-30,-27,-28,-27,-25,-28,-22,-29,-20,-30,-17,-31,-15,-32,-13,-34,-11,-36,-9,-38,-9,-40,-10,-41,-12,-41,-15,-39,-18,-35,-21,-31,-22,-27,-22,-24,-22,-21,-23,-18,-24,-8,-27,-2,-29,0,-6,0,-2,0,0,0,0,0,0,-2,-1,-6,-3,-28,-15,-24,-20,-19,-26,-16,-28,-14,-31,-13,-33,-12,-37,-10,-41,-6,-43,-2,-44,1,-44,3,-42,4,-40,2,-38,1,-37,-1,-36,-3,-35,-5,-35,-7,-35,-10,-35,-12,-35,-15,-36,-17,-36,-19,-37,-21,-37,-23,-38,-25,-38,-26,-38,
TRAS,B1,126,97,23,0,-7,-25,-8,-24,-9,-22,-10,-22,-12,-20,-13,-19,-14,-18,-15,-16,-17,-15,-18,-14,-19,-13,-20,-12,-22,-11,-24,-10,-25,-11,-27,-11,-28,-13,-27,-16,-25,-19,-22,-21,-19,-22,-16,-21,-13,-20,-11,-20,-9,-21,-2,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,-1,-10,0,-11,1,-12,1,-14,3,-15,5,-17,8,-17,10,-17,12,-16,12,-15,12,-14,12,-14,12,-14,10,-15,9,-15,8,-16,7,-17,5,-18,4,-19,3,-20,2,-21,1,-22,0,-23,-1,-24,-3,-25,-5,-25,-4,-16,-11,-49,-12,-47,-14,-45,-16,-43,-19,-41,-22,-39,-24,-37,-26,-35,-28,-32,-31,-30,-33,-27,-36,-25,-39,-23,-42,-21,-45,-21,-48,-21,-51,-23,-52,-27,-51,-32,-47,-37,-41,-40,-35,-41,-29,-41,-25,-40,-19,-40,-13,-41,3,-42,13,-41,2,-8,1,-3,0,0,0,0,-1,0,-2,-1,-3,-3,-11,-15,-7,-17,-3,-20,-1,-22,2,-24,4,-26,7,-29,11,-32,16,-33,20,-32,23,-30,24,-29,24,-28,24,-27,22,-27,20,-28,18,-29,16,-31,14,-33,12,-35,9,-37,7,-39,4,-41,2,-43,0,-44,-3,-46,-6,-47,-8,-47,
TRAS,B1,126,97,23,0,-8,-24,-8,-23,-9,-22,-9,-21,-10,-20,-10,-18,-12,-17,-12,-16,-13,-15,-14,-14,-15,-12,-16,-11,-17,-11,-18,-10,-19,-10,-20,-10,-21,-11,-21,-13,-19,-14,-17,-15,-15,-16,-12,-15,-11,-14,-10,-14,-8,-15,-2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-5,-6,-17,-5,-17,-3,-18,-2,-19,-1,-21,1,-23,3,-24,6,-24,7,-23,8,-21,8,-20,8,-19,7,-19,6,-18,5,-18,3,-19,2,-19,1,-20,-1,-20,-2,-21,-3,-21,-4,-22,-5,-23,-5,-23,-6,-24,-6,-25,-5,-15,-15,-47,-15,-46,-16,-44,-17,-42,-18,-40,-19,-38,-20,-35,-22,-32,-23,-29,-25,-27,-27,-25,-29,-23,-31,-21,-33,-19,-35,-18,-37,-18,-39,-19,-40,-21,-39,-23,-37,-26,-33,-28,-28,-28,-24,-27,-22,-27,-19,-27,-15,-28,-5,-30,2,-31,0,-6,0,-2,0,0,0,0,0,0,-3,-1,-6,-4,-26,-19,-22,-24,-14,-31,-10,-33,-7,-35,-5,-37,-2,-41,2,-44,6,-45,10,-45,13,-43,15,-41,15,-39,13,-37,11,-36,10,-36,8,-36,6,-36,3,-37,0,-38,-2,-39,-4,-40,-6,-41,-8,-43,-10,-44,-12,-45,-13,-45,-14,-45,
TRAS,B1,126,97,23,0,1,23,2,22,2,22,3,21,4,20,5,19,6,18,7,17,8,16,10,15,11,14,12,14,13,13,14,13,16,13,16,14,16,15,16,17,14,18,12,18,9,18,7,17,6,16,4,16,3,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,-1,15,-3,16,-4,17,-5,18,-7,19,-10,19,-12,19,-13,18,-13,16,-13,15,-12,15,-11,15,-10,15,-9,15,-8,15,-7,16,-6,17,-5,18,-4,19,-3,20,-2,21,-1,21,-1,22,-1,23,0,23,0,14,2,45,2,44,3,43,5,41,6,40,8,38,10,36,12,34,14,33,16,31,18,30,20,28,23,27,26,26,28,25,30,26,32,28,32,30,30,33,27,36,23,36,18,35,14,33,11,32,7,31,3,31,-7,30,-14,28,-3,5,-2,1,-1,-1,-1,-1,-1,-1,1,1,3,4,17,25,11,27,2,30,-2,30,-4,32,-7,33,-10,35,-14,37,-18,37,-22,36,-24,34,-25,31,-25,30,-23,29,-21,29,-19,29,-17,29,-15,30,-13,31,-10,33,-8,34,-6,36,-5,38,-3,40,-2,42,-1,43,0,44,1,44,
TRAS,B1,126,97,23,0,21,10,21,9,20,8,20,7,19,6,19,4,19,2,18,1,18,0,18,-2,18,-3,18,-5,18,-6,19,-7,19,-8,20,-9,22,-8,23,-7,23,-5,22,-3,21,-1,19,1,17,2,16,3,16,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,14,8,14,9,13,10,14,12,14,14,14,16,13,19,11,20,9,21,8,20,7,19,7,18,7,17,8,16,9,16,10,15,11,14,12,14,13,13,15,12,16,12,17,12,18,11,19,11,20,11,21,11,12,6,42,20,41,19,40,17,39,15,38,13,38,11,37,8,36,5,36,2,35,-1,35,-3,35,-6,35,-9,35,-12,36,-14,37,-15,40,-16,42,-16,44,-13,44,-9,43,-4,40,-1,36,2,34,4,31,7,29,11,23,19,19,24,3,4,0,1,-1,-1,-2,0,-1,-1,1,-2,5,-2,32,-4,31,3,29,13,28,16,27,20,27,23,28,27,27,32,25,36,22,39,19,40,16,39,15,37,14,35,15,33,16,31,17,29,19,28,22,27,24,26,27,24,29,23,31,23,34,22,36,22,37,21,39,20,40,20,
TRAS,B1,126,97,23,0,4,22,5,21,6,21,7,20,8,19,10,18,11,17,12,16,13,15,15,14,16,13,17,12,18,11,19,11,21,11,22,13,23,15,22,17,20,19,17,21,13,20,11,20,8,19,6,19,4,19,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,-1,9,-2,10,-3,11,-4,12,-6,13,-8,14,-10,13,-12,13,-12,12,-12,12,-12,11,-11,11,-10,12,-9,12,-8,13,-7,14,-6,15,-5,16,-4,17,-3,18,-2,19,-1,20,0,21,1,22,2,22,2,13,9,44,10,43,12,41,14,40,16,38,18,37,20,34,22,32,25,30,27,28,29,26,31,24,34,22,37,21,39,20,42,21,44,24,45,28,44,33,39,37,34,39,27,39,22,38,18,37,12,37,7,37,-6,37,-15,36,-4,6,-3,1,-1,-1,-1,-1,-1,-1,0,0,1,1,8,11,6,13,2,16,-1,17,-3,19,-5,22,-8,24,-11,26,-15,27,-19,26,-21,25,-22,24,-22,23,-21,23,-20,23,-18,24,-16,25,-15,26,-13,28,-11,30,-9,32,-7,34,-4,36,-2,37,0,39,3,41,5,42,7,42,
TRAS,B1,126,97,23,0,14,-19,13,-19,12,-19,11,-19,9,-19,7,-19,6,-18,5,-18,3,-18,2,-18,0,-18,-1,-19,-3,-20,-4,-20,-5,-21,-5,-22,-4,-23,-3,-24,-1,-24,1,-23,3,-21,3,-18,4,-17,5,-16,6,-16,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-4,11,-13,12,-12,13,-11,15,-12,17,-12,20,-11,22,-9,22,-7,22,-5,22,-4,21,-3,19,-4,19,-4,18,-5,17,-6,16,-7,16,-9,16,-10,15,-11,15,-13,14,-14,15,-15,15,-16,15,-17,15,-18,15,-19,7,-13,24,-40,22,-39,20,-39,18,-38,16,-38,13,-37,10,-37,8,-36,5,-36,3,-36,-1,-36,-3,-36,-6,-36,-9,-36,-11,-37,-13,-39,-13,-41,-12,-43,-10,-45,-5,-45,-2,-43,1,-40,3,-36,5,-33,8,-32,11,-30,16,-26,22,-22,4,-4,1,-1,-1,0,0,0,-1,0,-2,-2,-1,-7,-2,-33,4,-32,16,-28,20,-27,23,-26,26,-25,30,-25,35,-24,39,-21,41,-18,42,-14,41,-12,39,-11,36,-11,34,-12,33,-14,31,-15,30,-17,29,-20,28,-22,27,-25,26,-28,25,-30,25,-32,25,-34,25,-36,24,-38,24,-39,
TRAS,B1,126,97,23,0,-18,17,-17,17,-16,17,-14,16,-13,16,-12,16,-10,16,-8,17,-7,17,-6,17,-4,18,-3,18,-2,19,-1,20,-1,21,-1,22,-1,23,-3,23,-5,23,-7,21,-8,18,-9,16,-9,14,-10,13,-11,13,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,3,-14,12,-14,10,-16,9,-18,9,-20,9,-22,7,-24,6,-25,4,-24,2,-23,0,-22,0,-21,0,-20,1,-20,2,-19,3,-18,4,-18,6,-18,7,-18,9,-18,10,-18,12,-18,13,-18,14,-18,15,-18,16,-19,17,-12,9,-36,32,-34,32,-32,32,-30,32,-28,32,-25,32,-22,32,-19,32,-16,32,-14,33,-11,34,-8,34,-6,35,-4,36,-2,38,-2,40,-2,42,-4,44,-7,45,-11,43,-14,40,-16,36,-17,31,-18,28,-19,25,-22,22,-27,14,-30,8,-6,1,-3,-1,0,-1,-1,-2,0,-1,0,2,-2,6,-8,33,-15,30,-24,24,-28,21,-30,19,-34,18,-38,16,-43,14,-46,10,-47,6,-46,3,-44,0,-42,0,-40,0,-39,2,-37,4,-36,6,-35,8,-35,11,-34,14,-34,17,-34,19,-34,22,-34,24,-35,27,-35,29,-35,31,-35,33,
TRAS,B1,126,97,23,0,-12,-22,-12,-21,-12,-20,-13,-19,-13,-18,-13,-17,-14,-15,-15,-13,-16,-12,-16,-11,-17,-9,-18,-8,-19,-8,-19,-7,-21,-7,-22,-7,-22,-8,-22,-10,-21,-12,-19,-14,-16,-14,-14,-13,-12,-13,-11,-13,-10,-14,-3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-4,-8,-17,-7,-17,-5,-18,-4,-20,-3,-22,-2,-24,1,-25,4,-25,5,-24,6,-22,6,-21,5,-20,4,-20,3,-20,1,-19,0,-19,-1,-20,-3,-20,-4,-20,-5,-20,-7,-21,-8,-22,-9,-22,-10,-22,-11,-22,-11,-23,-8,-14,-24,-43,-24,-41,-25,-39,-25,-37,-26,-35,-27,-33,-28,-30,-28,-27,-29,-24,-31,-22,-32,-19,-33,-17,-34,-15,-36,-13,-38,-12,-40,-12,-42,-12,-43,-14,-42,-18,-40,-21,-36,-24,-32,-25,-28,-25,-24,-24,-21,-25,-17,-27,-8,-29,-1,-30,0,-6,0,-2,0,0,0,0,0,0,-3,-1,-6,-3,-31,-17,-26,-23,-18,-30,-14,-33,-12,-35,-10,-37,-8,-41,-5,-45,0,-47,4,-47,8,-46,9,-43,9,-41,8,-39,6,-38,4,-37,2,-37,-1,-37,-4,-37,-7,-38,-10,-38,-12,-39,-15,-39,-17,-40,-19,-41,-21,-42,-23,-42,-24,-41,
TRAS,B1,126,97,23,0,21,-12,20,-12,20,-12,19,-13,17,-13,16,-13,14,-14,13,-15,11,-15,10,-16,9,-17,8,-18,7,-19,6,-20,6,-21,6,-22,7,-23,10,-23,12,-22,13,-19,13,-17,13,-14,12,-12,13,-11,13,-10,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,17,-8,17,-7,18,-6,19,-5,21,-3,23,-1,24,2,24,4,23,6,22,6,20,6,20,5,19,4,19,3,18,2,18,1,19,-1,19,-3,19,-4,19,-5,20,-7,20,-8,21,-9,21,-10,22,-10,23,-11,13,-8,43,-23,41,-24,39,-24,37,-24,34,-25,31,-26,29,-27,26,-28,24,-29,21,-30,19,-32,16,-33,14,-34,12,-36,11,-39,11,-41,11,-43,13,-44,17,-44,21,-42,23,-37,24,-32,24,-28,24,-25,24,-22,26,-18,29,-10,31,-3,5,-1,1,0,-1,0,-1,0,-1,0,0,-3,2,-6,17,-30,23,-25,31,-17,33,-13,35,-11,38,-8,41,-6,45,-2,47,3,47,7,45,11,42,12,40,12,38,10,37,8,36,6,36,4,36,1,36,-2,37,-5,37,-8,38,-11,38,-14,39,-16,40,-18,41,-20,42,-21,43,-23,
TRAS,B1,126,97,23,0,-5,-24,-5,-23,-6,-22,-6,-22,-7,-20,-8,-20,-9,-19,-11,-17,-12,-16,-13,-15,-14,-14,-15,-14,-17,-13,-18,-13,-19,-13,-20,-14,-21,-15,-20,-17,-18,-19,-16,-20,-13,-20,-10,-19,-9,-18,-7,-18,-6,-18,-2,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,-16,1,-16,2,-16,3,-17,5,-18,7,-19,9,-20,11,-19,12,-18,12,-16,12,-15,11,-15,10,-15,9,-15,8,-15,6,-16,5,-17,4,-18,3,-18,2,-19,0,-20,0,-21,-1,-22,-2,-23,-2,-23,-3,-24,-3,-15,-9,-47,-10,-45,-11,-43,-12,-42,-14,-40,-16,-38,-17,-37,-19,-34,-21,-32,-23,-30,-25,-28,-27,-27,-30,-25,-32,-24,-35,-23,-38,-24,-40,-26,-41,-28,-39,-32,-36,-35,-31,-37,-26,-37,-22,-36,-18,-35,-14,-34,-10,-35,1,-35,9,-34,2,-7,1,-2,0,0,0,0,-1,0,-2,-1,-4,-5,-17,-25,-12,-27,-3,-30,1,-31,3,-32,5,-33,8,-36,12,-38,16,-38,20,-37,22,-34,22,-32,21,-31,20,-30,17,-29,15,-30,13,-30,11,-31,9,-32,6,-34,4,-35,2,-37,0,-39,-2,-41,-4,-42,-5,-43,-7,-45,-9,-45,
TRAS,B1,126,97,23,0,-22,5,-22,5,-21,6,-20,6,-18,7,-17,8,-16,9,-15,10,-14,11,-13,12,-12,12,-11,13,-10,15,-10,16,-10,17,-11,18,-12,18,-14,18,-15,17,-16,15,-16,12,-15,10,-15,8,-15,7,-15,6,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,-17,0,-17,-1,-18,-2,-19,-3,-20,-5,-22,-6,-22,-9,-22,-11,-20,-12,-19,-13,-18,-12,-17,-11,-17,-10,-17,-9,-17,-8,-17,-6,-18,-5,-18,-4,-19,-2,-20,-1,-21,0,-21,1,-22,2,-22,2,-23,3,-23,3,-14,3,-44,11,-43,11,-41,12,-39,12,-36,13,-34,15,-32,17,-30,18,-28,20,-26,22,-24,24,-22,25,-20,27,-19,29,-18,31,-18,34,-19,36,-21,37,-24,36,-27,34,-29,30,-29,25,-28,21,-28,18,-28,15,-29,11,-30,4,-30,-2,-6,-1,-2,-1,0,-1,0,-1,0,-1,-1,1,-5,4,-25,20,-29,14,-33,4,-34,1,-35,-2,-36,-4,-39,-7,-42,-10,-43,-15,-42,-19,-39,-21,-37,-22,-35,-22,-34,-20,-33,-18,-33,-15,-33,-13,-34,-10,-35,-8,-36,-5,-37,-3,-38,0,-39,2,-40,4,-41,5,-42,7,-43,8,-43,10,
TRAS,B1,126,97,23,0,-16,22,-15,22,-14,21,-13,21,-11,21,-9,21,-8,21,-6,21,-4,21,-2,21,0,21,2,21,3,21,5,22,6,24,6,25,6,27,5,28,2,28,0,27,-2,25,-4,22,-5,20,-6,20,-8,19,-2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,3,-10,12,-11,11,-12,10,-14,10,-16,10,-18,9,-20,7,-21,6,-21,4,-20,3,-19,2,-19,3,-18,4,-18,5,-17,6,-17,7,-17,8,-16,9,-16,11,-16,13,-16,14,-16,16,-16,17,-16,18,-17,19,-17,20,-11,12,-34,40,-32,40,-30,40,-28,39,-25,39,-22,40,-19,40,-16,40,-13,40,-9,40,-5,41,-2,41,2,42,4,43,7,44,9,47,9,50,8,52,5,54,1,54,-4,52,-7,47,-10,42,-12,39,-15,37,-19,34,-30,24,-36,17,-7,2,-3,0,0,-1,-1,-2,0,-1,0,1,0,5,-2,28,-8,27,-18,23,-21,22,-24,20,-26,20,-30,19,-34,17,-38,15,-40,11,-40,8,-39,6,-38,6,-36,6,-34,8,-33,9,-32,11,-32,13,-31,15,-31,18,-31,21,-31,24,-31,27,-31,30,-31,33,-32,35,-32,38,-32,39,
TRAS,B1,126,97,23,0,-19,11,-18,11,-17,11,-15,11,-14,12,-13,12,-12,12,-10,13,-9,13,-8,14,-7,14,-6,15,-5,16,-4,17,-4,18,-4,20,-5,21,-6,21,-8,20,-10,18,-11,16,-11,14,-11,12,-12,11,-12,11,-4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,1,-15,6,-15,5,-16,4,-17,4,-19,3,-21,2,-22,1,-22,-1,-22,-3,-20,-4,-19,-4,-18,-3,-18,-2,-18,-1,-17,0,-17,1,-17,2,-17,4,-17,5,-17,6,-17,7,-18,8,-18,9,-19,9,-19,10,-19,12,-12,6,-38,21,-36,20,-34,20,-32,20,-29,21,-27,22,-25,22,-23,23,-21,24,-18,25,-16,27,-14,28,-12,29,-10,31,-9,33,-8,35,-9,37,-11,39,-14,40,-17,39,-20,35,-21,31,-22,27,-22,24,-24,21,-25,18,-30,9,-31,3,-6,0,-2,-1,0,-1,0,-1,0,-1,-1,1,-4,4,-19,23,-23,19,-28,13,-30,10,-31,8,-34,7,-37,5,-40,2,-42,-1,-42,-5,-41,-7,-39,-9,-37,-9,-35,-7,-34,-5,-33,-3,-33,-1,-33,1,-33,3,-33,6,-33,9,-33,11,-34,13,-34,15,-35,16,-36,18,-36,20,-36,21,
TRAS,B1,126,97,23,0,-1,-25,-2,-25,-3,-24,-5,-23,-6,-22,-8,-21,-9,-20,-11,-19,-13,-18,-14,-17,-16,-16,-17,-16,-18,-16,-20,-16,-21,-17,-22,-19,-22,-21,-21,-24,-18,-25,-14,-26,-11,-26,-8,-24,-6,-23,-4,-23,-2,-23,-1,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-1,-8,-1,-8,0,-10,1,-11,3,-13,5,-14,7,-15,10,-14,11,-13,12,-12,12,-13,11,-13,11,-13,10,-13,10,-14,9,-15,8,-16,8,-16,7,-18,5,-19,4,-21,4,-21,3,-23,2,-24,2,-25,1,-26,1,-16,3,-50,1,-49,-1,-47,-3,-46,-7,-45,-9,-43,-12,-42,-15,-40,-18,-38,-21,-36,-25,-34,-28,-33,-31,-33,-34,-33,-37,-33,-39,-35,-41,-38,-40,-42,-37,-47,-31,-50,-24,-51,-18,-50,-13,-47,-9,-45,-4,-43,2,-42,17,-37,26,-32,5,-6,2,-2,-1,0,0,0,-1,0,-1,-1,-2,-2,-7,-11,-4,-13,-2,-15,0,-16,2,-18,5,-21,8,-24,12,-25,16,-26,21,-25,23,-23,25,-22,25,-22,24,-22,23,-23,22,-24,21,-25,19,-27,18,-28,17,-31,15,-33,14,-36,12,-38,11,-40,9,-43,7,-46,5,-47,3,-48,;
TRAS,B2,102,-32,5,0,-5,-20,-5,-19,-5,-18,-6,-16,-7,-14,-8,-13,-9,-11,-10,-9,-10,-8,-11,-6,-11,-5,-12,-4,-13,-3,-14,-2,-15,-1,-16,-1,-17,-1,-17,-2,-17,-3,-17,-4,-15,-5,-13,-6,-12,-6,-12,-7,-11,-8,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-5,-4,-19,-3,-19,-2,-20,0,-22,2,-24,5,-26,8,-27,11,-26,13,-24,13,-22,13,-21,13,-20,12,-20,10,-20,9,-20,8,-20,6,-21,5,-21,4,-22,2,-22,1,-23,0,-23,-1,-23,-1,-24,-2,-24,-3,-24,-1,-14,-4,-42,-5,-40,-6,-37,-8,-34,-10,-31,-12,-28,-13,-25,-15,-22,-16,-19,-18,-16,-20,-13,-21,-11,-22,-9,-24,-7,-26,-5,-28,-4,-30,-3,-31,-4,-32,-6,-32,-8,-30,-10,-27,-12,-25,-13,-24,-13,-22,-15,-19,-17,-10,-23,-5,-25,-1,-5,0,-2,0,0,0,0,-1,0,-3,-1,-5,-5,-23,-27,-17,-31,-9,-36,-4,-37,0,-39,3,-42,7,-45,13,-48,19,-49,24,-48,28,-45,29,-41,28,-39,27,-37,25,-37,22,-37,20,-37,17,-38,15,-39,13,-40,10,-41,8,-42,6,-44,4,-45,2,-45,0,-45,-2,-45,-3,-45,
